Album,Rating,Genres,TrackName,Artist,Released,Price,Time,Label
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",A Good Kind of Lonely (Demo),Neil Diamond,"Oct 29, 1996",$1.29,2:10,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",What Will I Do?,Neil Diamond & Jack Packer,"Oct 29, 1996",$1.29,1:59,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",At Night (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,2:10,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Clown Town (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,2:27,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Flame (Demo),Neil Diamond,"Oct 29, 1996",$1.29,1:36,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Straw In the Wind (Demo),Neil Diamond,"Oct 29, 1996",$1.29,1:35,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock","Cherry, Cherry (Alternate Version)",Neil Diamond,"Oct 29, 1996",$1.29,2:54,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",I'm a Believer,Neil Diamond,"Oct 29, 1996",$1.29,2:42,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",The Boat That I Row (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,2:37,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",You Got Me,Neil Diamond,"Oct 29, 1996",$1.29,2:47,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Thank the Lord for the Night Time (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:00,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock","Red, Red Wine",Neil Diamond,"Oct 29, 1996",$1.29,2:40,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Shilo (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:23,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Brooklyn Roads,Neil Diamond,"Oct 29, 1996",$1.29,3:37,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",And the Grass Won't Pay No Mind,Neil Diamond,"Oct 29, 1996",$1.29,3:32,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Sweet Caroline (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:21,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Holly Holy (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,4:30,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Brother Love's Traveling Salvation Show,Neil Diamond,"Oct 29, 1996",$1.29,3:33,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Cracklin' Rosie (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,2:59,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Done Too Soon,Neil Diamond,"Oct 29, 1996",$1.29,2:40,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Morningside,Neil Diamond,"Oct 29, 1996",$1.29,4:17,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Soolaimón (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,4:11,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock","He Ain't Heavy, He's My Brother",Neil Diamond,"Oct 29, 1996",$1.29,4:09,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Crunchy Granola Suite (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,2:52,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",I Am...I Said (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:33,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Song Sung Blue (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:12,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Prologue - Jonathan Livingston Seagull Suite,Neil Diamond,"Oct 29, 1996",$1.29,2:03,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Lonely Looking Sky - Jonathan Livingston Seagull Suite,Neil Diamond,"Oct 29, 1996",$1.29,1:33,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Skybird,Neil Diamond,"Oct 29, 1996",$1.29,2:15,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Dear Father,Neil Diamond,"Oct 29, 1996",$1.29,1:25,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Be,Neil Diamond,"Oct 29, 1996",$1.29,3:13,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",I've Been This Way Before,Neil Diamond,"Oct 29, 1996",$1.29,3:46,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Beautiful Noise (Home Demo),Neil Diamond,"Oct 29, 1996",$1.29,1:39,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Beautiful Noise,Neil Diamond,"Oct 29, 1996",$1.29,3:13,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",If You Know What I Mean,Neil Diamond,"Oct 29, 1996",$1.29,3:40,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Dry Your Eyes,Neil Diamond,"Oct 29, 1996",,3:47,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Desirée (Single Version),Neil Diamond,"Oct 29, 1996",$1.29,3:17,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",You Don't Bring Me Flowers (feat. Barbra Streisand),Neil Diamond,"Oct 29, 1996",$1.29,3:15,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",America,Neil Diamond,"Oct 29, 1996",$1.29,4:17,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Love On the Rocks,Neil Diamond,"Oct 29, 1996",$1.29,3:37,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Scotch On the Rocks,Neil Diamond,"Oct 29, 1996",$1.29,2:25,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Hello Again,Neil Diamond,"Oct 29, 1996",$1.29,3:37,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Yesterday's Songs,Neil Diamond,"Oct 29, 1996",$1.29,2:49,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",I'm Alive,Neil Diamond,"Oct 29, 1996",$1.29,3:43,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Heaven Can Wait,Neil Diamond,"Oct 29, 1996",$1.29,4:50,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Heartlight,Neil Diamond,"Oct 29, 1996",$1.29,4:24,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Just Need to Love You More,Neil Diamond,"Oct 29, 1996",$1.29,3:51,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",You Make It Feel Like Christmas,Neil Diamond,"Oct 29, 1996",$1.29,3:55,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Dancing to the Party Next Door,Neil Diamond,"Oct 29, 1996",$1.29,3:28,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",The Story of My Life,Neil Diamond,"Oct 29, 1996",$1.29,3:38,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",I'm Sayin' I'm Sorry,Neil Diamond,"Oct 29, 1996",$1.29,3:42,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",If There Were No Dreams,Neil Diamond,"Oct 29, 1996",$1.29,3:13,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Headed for the Future,Neil Diamond,"Oct 29, 1996",$1.29,4:04,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Hooked On the Memory of You,Neil Diamond,"Oct 29, 1996",$1.29,3:49,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Angel Above My Head,Neil Diamond,"Oct 29, 1996",$1.29,3:49,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",Everybody,Neil Diamond,"Oct 29, 1996",$1.29,3:45,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
In My Lifetime,,"Pop,Music,Adult Contemporary,Soft Rock,Pop/Rock",In My Lifetime,Neil Diamond,"Oct 29, 1996",$1.29,4:43,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock",I'm a Believer,Neil Diamond,1983,$1.29,2:39,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock","Girl, You'll Be a Woman Soon",Neil Diamond,1983,$1.29,3:21,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock",Shilo,Neil Diamond,1983,$1.29,3:49,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock",Do It,Neil Diamond,1983,$1.29,2:21,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock","Red, Red Wine",Neil Diamond,1983,$1.29,2:40,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
Classics: The Early Years,,"Pop,Music,Soft Rock,Pop/Rock",The Boat That I Row,Neil Diamond,1983,$1.29,2:40,℗ 2014 Neil Diamond under exclusive license to Capitol Records LLC
All-Time Greatest Hits,4.56566,"Pop,Music,Rock,Singer/Songwriter,Pop/Rock,Soft Rock,Adult Contemporary",Red Red Wine,Neil Diamond,"Jul 08, 2014",$1.29,2:39,℗ 2014 Neil Diamond
All-Time Greatest Hits,4.56566,"Pop,Music,Rock,Singer/Songwriter,Pop/Rock,Soft Rock,Adult Contemporary",Beautiful Noise,Neil Diamond,"Jul 08, 2014",$1.29,3:11,℗ 2014 Neil Diamond
All-Time Greatest Hits,4.56566,"Pop,Music,Rock,Singer/Songwriter,Pop/Rock,Soft Rock,Adult Contemporary",Morningside,Neil Diamond,"Jul 08, 2014",$1.29,4:20,℗ 2014 Neil Diamond
All-Time Greatest Hits,4.56566,"Pop,Music,Rock,Singer/Songwriter,Pop/Rock,Soft Rock,Adult Contemporary",Soolaimon,Neil Diamond,"Jul 08, 2014",$1.29,4:31,℗ 2014 Neil Diamond
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Soliltary Man,Neil Diamond,"May 23, 2011",$1.29,2:34,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music","Cherry, Cherry",Neil Diamond,"May 23, 2011",$1.29,2:43,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music","Girl, You'll Be a Woman Soon",Neil Diamond,"May 23, 2011",$1.29,3:00,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Kentucky Woman,Neil Diamond,"May 23, 2011",$1.29,2:25,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Thank the Lord for the Night Time,Neil Diamond,"May 23, 2011",$1.29,3:01,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",I'm a Believer,Neil Diamond,"May 23, 2011",$1.29,2:43,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music","Red, Red Wine",Neil Diamond,"May 23, 2011",$1.29,2:41,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",The Boat That I Row,Neil Diamond,"May 23, 2011",$1.29,2:38,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Do It,Neil Diamond,"May 23, 2011",$1.29,1:53,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",New Orleans,Neil Diamond,"May 23, 2011",$1.29,2:24,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Monday Monday,Neil Diamond,"May 23, 2011",$1.29,3:01,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Red Rubber Ball,Neil Diamond,"May 23, 2011",$1.29,2:21,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",I'll Come Running,Neil Diamond,"May 23, 2011",$1.29,3:01,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",La Bamba,Neil Diamond,"May 23, 2011",$1.29,2:09,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",The Long Way Home,Neil Diamond,"May 23, 2011",$1.29,2:32,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music","I've Got the Feeling (Oh No, No)",Neil Diamond,"May 23, 2011",$1.29,2:19,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",You'll Forget,Neil Diamond,"May 23, 2011",$1.29,2:48,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Love to Love,Neil Diamond,"May 23, 2011",$1.29,2:21,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Someday Baby,Neil Diamond,"May 23, 2011",$1.29,2:18,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Hanky Panky,Neil Diamond,"May 23, 2011",$1.29,2:49,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",The Time Is Now,Neil Diamond,"May 23, 2011",$1.29,3:03,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
The Bang Years 1966-1968 (The 23 Original Mono Recordings),4.8,"Pop,Music",Shilo,Neil Diamond,"May 23, 2011",$1.29,3:27,"℗ 2011 Neil Diamond under exclusive license to Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Melody Road,Neil Diamond,"Oct 21, 2014",$1.29,3:12,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",First Time,Neil Diamond,"Oct 21, 2014",$1.29,4:02,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Seongah and Jimmy,Neil Diamond,"Oct 21, 2014",$1.29,5:44,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Something Blue,Neil Diamond,"Oct 21, 2014",$1.29,4:03,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Nothing But a Heartache,Neil Diamond,"Oct 21, 2014",$1.29,4:33,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",In Better Days,Neil Diamond,"Oct 21, 2014",$1.29,3:30,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",(OOO) Do I Wanna Be Yours,Neil Diamond,"Oct 21, 2014",$1.29,6:14,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Sunny Disposition,Neil Diamond,"Oct 21, 2014",$1.29,3:14,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Marry Me Now,Neil Diamond,"Oct 21, 2014",$1.29,3:35,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",The Art of Love,Neil Diamond,"Oct 21, 2014",$1.29,4:07,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Melody Road,4.27722,"Pop,Music,Adult Contemporary,Singer/Songwriter,Contemporary Singer/Songwriter,Soft Rock,Rock,Vocal,Pop/Rock",Melody Road (Reprise),Neil Diamond,"Oct 21, 2014",$1.29,1:10,"℗ 2014 Neil Diamond Under Exclusive License To Capitol Records, LLC"
Love Songs,,"Pop,Music",Theme,Neil Diamond,"Jan 01, 1981",$1.29,1:45,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Stones,Neil Diamond,"Jan 01, 1981",$1.29,3:03,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",If You Go Away,Neil Diamond,"Jan 01, 1981",$1.29,3:47,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",The Last Thing On My Mind,Neil Diamond,"Jan 01, 1981",$1.29,3:32,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Coldwater Morning,Neil Diamond,"Jan 01, 1981",$1.29,3:19,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Juliet,Neil Diamond,"Jan 01, 1981",$1.29,2:52,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Both Sides Now,Neil Diamond,"Jan 01, 1981",$1.29,3:30,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Play Me,Neil Diamond,"Jan 01, 1981",$1.29,3:51,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Hurtin' You Don't Come Easy,Neil Diamond,"Jan 01, 1981",$1.29,2:31,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Husbands and Wives,Neil Diamond,"Jan 01, 1981",$1.29,3:44,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Until It's Time For You To Go,Neil Diamond,"Jan 01, 1981",$1.29,3:29,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",And the Grass Won't Pay No Mind,Neil Diamond,"Jan 01, 1981",$1.29,3:33,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Modern Day Version of Love,Neil Diamond,"Jan 01, 1981",$1.29,2:49,℗ 1981 Geffen Records
Love Songs,,"Pop,Music",Suzanne,Neil Diamond,"Jan 01, 1981",$1.29,4:40,℗ 1981 Geffen Records
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Brooklyn Roads,Neil Diamond,"Jul 08, 2014",$1.29,3:41,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Shilo (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,3:24,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Brother Love's Traveling Salvation Show,Neil Diamond,"Jul 08, 2014",$1.29,3:30,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Glory Road,Neil Diamond,"Jul 08, 2014",$1.29,3:19,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Holly Holy (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,4:42,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Solitary Man (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,2:33,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",And the Grass Won't Pay No Mind,Neil Diamond,"Jul 08, 2014",$1.29,3:31,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Soolaimón,Neil Diamond,"Jul 08, 2014",$1.29,4:32,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",I Am...I Said (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,3:34,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Crunchy Granola Suite (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,2:54,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Stones,Neil Diamond,"Jul 08, 2014",$1.29,3:01,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Play Me,Neil Diamond,"Jul 08, 2014",$1.29,3:52,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Done Too Soon,Neil Diamond,"Jul 08, 2014",$1.29,2:41,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Kentucky Woman (Single Version),Neil Diamond,"Jul 08, 2014",$1.29,2:24,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
All-Time Greatest Hits (Deluxe Version),4.5625,"Pop,Music",Morningside,Neil Diamond,"Jul 08, 2014",$1.29,4:22,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
